region_id,region_name,state,population,households,population_density_km2,median_income_usd,education_index,urban_rural_flag,dsl_coverage_pct,avg_dsl_speed_mbps,competitor_fiber_presence,complaint_rate_pct,churn_rate_pct,broadband_adoption_pct,avg_monthly_data_gb,terrain_slope_deg,road_density_km_per_km2,existing_backhaul_distance_km
REG-345,Region 345,Indiana,96754.00,23729.00,505.82,81527.12,0.44,Rural,67.35,38.27,1,8.82,5.41,63.06,342.95,8.64,2.16,5.96
REG-346,Region 346,Indiana,101690.00,21509.00,675.97,46208.45,0.47,Urban,56.2,32.54,0,4.24,3.58,73.54,254.04,5.79,1.47,5.19
REG-347,Region 347,Indiana,74918.00,23548.00,209.09,46979.73,0.88,Urban,41.8,23.65,0,10.46,8.32,56.58,480.87,7.34,0.75,9.15
REG-348,Region 348,Indiana,144076.00,30534.00,653.6,80849.17,0.8,Urban,48.69,12.05,0,3.48,6.7,89.94,493.38,9.88,1.63,7.58
REG-349,Region 349,Indiana,13444.00,24049.00,379.24,80189.33,0.52,Rural,83.06,34.66,2,2.47,9.68,78.55,161.61,8.46,1.28,2.42
REG-350,Region 350,Indiana,27195.00,15872.00,793.74,84961.15,0.87,Urban,57.09,38.84,0,16.82,7.06,81.52,407.24,3.34,1.7,7.54
REG-351,Region 351,Indiana,135283.00,26140.00,680.93,81481.35,0.67,Urban,66.22,18.84,0,9.87,3.42,77.83,283.58,11.79,0.53,4.62
REG-352,Region 352,Indiana,22965.00,56759.00,550.07,61557.49,0.5,Urban,55.59,45.55,2,13.1,7.68,57.97,334.34,1.59,2.03,8.51
REG-353,Region 353,Indiana,75851.00,33693.00,691.54,48001.12,0.61,Urban,64.12,13.52,3,7.48,6.26,63.7,241.2,9.41,2.54,5.67
REG-354,Region 354,Indiana,103971.00,22578.00,370.67,68595.00,0.41,Urban,40.12,18.82,3,3.05,4.02,88,170.71,1.11,1.87,5.64
REG-355,Region 355,Indiana,123952.00,38522.00,608.06,76734.27,0.72,Urban,41.68,34.25,0,4.59,4.02,82.9,365.91,2.62,2.39,3.79
REG-356,Region 356,Indiana,100499.00,58774.00,557.81,88964.60,0.84,Rural,46.79,27.33,2,3.44,7.15,82.94,236.94,0.55,2.12,3.87
REG-357,Region 357,Indiana,44211.00,47967.00,385.83,71733.78,0.78,Rural,63.32,10.61,0,9.25,8.66,54.9,312.28,9.9,0.84,3.48
REG-358,Region 358,Indiana,35453.00,24581.00,668.4,89527.52,0.87,Rural,41.9,38.26,1,8.17,5.7,81.44,448.37,10.3,2.85,5.49
REG-359,Region 359,Indiana,22387.00,54403.00,109.11,45643.49,0.51,Rural,61.92,26.34,3,10.52,7.29,53.31,393.66,1.45,0.65,1.07
REG-360,Region 360,Indiana,66421.00,37742.00,215.63,44877.10,0.84,Urban,68.01,45.3,0,11.4,5.8,83.72,159.84,0.89,1.56,2.15
REG-361,Region 361,Indiana,127323.00,41183.00,100.19,53108.70,0.43,Rural,89.9,13.5,2,3.83,9.22,57.56,160.37,9.2,2.17,8.66
REG-362,Region 362,Indiana,114787.00,45114.00,518.31,48740.25,0.69,Rural,80.09,24.97,1,12.91,8.11,68.86,273.37,4.03,1.58,2.26
REG-363,Region 363,Indiana,125586.00,23360.00,80.64,48070.63,0.44,Rural,55.43,48.31,0,4.11,9.17,76.58,349.87,6.49,0.83,2.32
REG-364,Region 364,Indiana,16131.00,8915.00,499.94,55131.63,0.78,Rural,88.96,21.86,2,15.91,8.52,51.84,179.59,4.97,2.91,3.42
REG-365,Region 365,Indiana,78005.00,27799.00,527.02,80178.90,0.42,Urban,77.83,40.37,1,8.98,8.35,53.16,287.78,11.64,1.45,1.42
REG-366,Region 366,Indiana,55736.00,7663.00,470.11,83686.81,0.78,Urban,67.89,31.25,2,4.74,3.66,66.14,360.81,0.14,1.56,1.52
REG-367,Region 367,Indiana,87761.00,59869.00,187.28,71156.77,0.54,Urban,42.26,11,3,10.44,6.15,69.75,455.24,10.77,0.64,5.69
REG-368,Region 368,Indiana,56384.00,37650.00,303.96,47792.45,0.85,Rural,89.96,20.09,0,19.62,5.3,84.62,170.02,8.78,1.36,3.96
REG-369,Region 369,Indiana,132426.00,39292.00,476.06,63747.19,0.55,Urban,41.11,40.03,0,18.73,6.26,55.96,386.54,8.88,2.12,4.21
REG-370,Region 370,Indiana,124127.00,42689.00,162.09,41762.40,0.56,Rural,76.63,10.67,3,16.21,4.89,81.9,449.74,9.04,1.02,6.34
REG-371,Region 371,Indiana,122184.00,51850.00,112.48,82176.09,0.75,Urban,81.21,39.64,0,7.66,3.97,81.09,388.97,5.42,2.21,4.1
REG-372,Region 372,Indiana,80281.00,7640.00,778.71,71994.98,0.58,Urban,54.61,16.41,1,10.14,4.3,54.02,214.48,6.04,1,6.79
REG-373,Region 373,Indiana,34986.00,23958.00,683.31,67710.80,0.5,Rural,41.28,35.46,1,2.3,5.12,78.93,402.74,5.66,0.73,8.51
REG-374,Region 374,Indiana,78180.00,43529.00,509.82,50920.30,0.47,Rural,41.65,30.99,2,10.02,7.8,87.32,288.65,9.8,2.96,6.68
REG-375,Region 375,Indiana,62059.00,37833.00,480.26,78103.57,0.68,Urban,50.05,40.99,0,15.76,5.55,71.31,373.89,7.22,0.75,2.33
REG-376,Region 376,Indiana,41991.00,19079.00,616.51,83805.40,0.9,Urban,71.99,49.43,3,19.67,9.02,60.61,433.71,11.16,2.89,1.45
REG-377,Region 377,Indiana,115205.00,34087.00,57.75,78905.55,0.87,Urban,86.28,11.18,0,15.71,6.96,66.17,414.99,0.54,2.31,7.76
REG-378,Region 378,Indiana,55373.00,22558.00,454.64,47943.57,0.56,Rural,65.16,23.62,3,13.16,9.48,84.8,459.78,0.02,1.05,6.12
REG-379,Region 379,Indiana,64629.00,13435.00,722.82,87609.20,0.89,Urban,64.62,13.2,2,17.8,3.63,55.62,321.39,6.48,2.26,6.59
REG-380,Region 380,Indiana,59983.00,29211.00,54.88,76618.19,0.54,Urban,72.4,15.29,0,12.09,4.09,76.01,408.97,10.18,2.5,1.99
REG-381,Region 381,Indiana,96527.00,16493.00,661.83,66604.79,0.5,Urban,64.27,30.06,1,10.79,9.35,50.84,468.45,7.28,1.47,7.51
REG-382,Region 382,Indiana,103039.00,49527.00,569.08,76780.00,0.52,Urban,85.24,13.2,1,8.97,9.39,84.66,243.86,0.18,2.09,4.45
REG-383,Region 383,Indiana,42593.00,21878.00,487.64,85227.92,0.45,Rural,44.83,37.7,1,17.71,7.02,71.78,408.25,1.57,1.24,9.42
REG-384,Region 384,Indiana,67886.00,44243.00,543.74,75942.94,0.52,Urban,51.27,20.78,1,10.45,3.78,58.08,412.34,9.17,1.74,6.51
REG-385,Region 385,Indiana,74834.00,46032.00,299.87,68619.21,0.89,Urban,86.55,20.19,0,16.97,3.18,66.58,194.27,7.42,2.06,2.13
REG-386,Region 386,Indiana,24331.00,9503.00,581.72,71055.62,0.52,Rural,44.75,17.99,1,5.08,3.97,53.29,400.42,9.79,1.01,3.45
REG-387,Region 387,Indiana,28144.00,38510.00,799.3,86330.04,0.65,Rural,50.26,11.03,2,12.93,7.78,72.65,277.28,7.92,2.53,5.47
REG-388,Region 388,Indiana,140158.00,56785.00,738.41,44245.99,0.75,Rural,51.04,43.42,2,9.67,8.78,76.92,325.52,4.99,1.18,8.51
REG-389,Region 389,Indiana,16798.00,9011.00,231.8,58212.52,0.57,Urban,41.14,19.47,0,6.4,8.59,87.58,425.35,0.94,0.87,7.4
REG-390,Region 390,Indiana,21227.00,28255.00,452.24,88164.85,0.65,Urban,71.55,30.51,1,7.9,5.1,68.28,325.36,7.05,1.22,4.9
REG-391,Region 391,Indiana,54618.00,37583.00,481.61,76424.48,0.62,Rural,86.37,10.23,1,7.51,4.43,50.84,454.83,10.07,0.86,3.11
REG-392,Region 392,Indiana,76109.00,18163.00,515.12,87326.13,0.75,Rural,48.81,42.71,0,19.1,9.37,81.47,493.23,9.43,1.89,6.26
REG-393,Region 393,Indiana,21940.00,25648.00,83.14,89369.87,0.62,Urban,63.11,47.21,2,3.22,5.01,78.21,358.79,1.69,0.51,4.57
REG-394,Region 394,Indiana,12914.00,12555.00,374.5,81718.97,0.49,Rural,59.95,27.29,0,10.25,5.25,51.89,338.92,10.58,1.71,6.17
REG-395,Region 395,Indiana,102099.00,33728.00,438.88,55572.78,0.53,Urban,77.34,27.31,1,5.05,8.97,67.52,236.26,0.95,1.21,8.45
REG-396,Region 396,Indiana,74324.00,33844.00,53.98,81723.02,0.7,Urban,82.71,34.64,2,13.11,3.02,61.28,374.11,7.53,0.56,9.33
REG-397,Region 397,Indiana,56983.00,51401.00,130.8,53868.95,0.42,Rural,62.77,49.54,1,15.62,3.26,81.72,450.73,9.76,1.87,5.11
REG-398,Region 398,Indiana,87342.00,29843.00,255.16,41872.52,0.61,Rural,60.7,12.43,3,14.57,7.14,60.82,224.64,1.81,2.8,8.18
REG-399,Region 399,Indiana,148750.00,18847.00,67.37,71304.28,0.48,Urban,69.28,42.96,2,5.87,4.82,82.03,297.12,8.95,2.17,3.13
REG-400,Region 400,Indiana,60089.00,21536.00,730.75,61957.61,0.77,Rural,56.08,25.01,0,5.76,6.23,85.63,359.37,0.3,0.75,6
REG-401,Region 401,Indiana,24097.00,7755.00,432.86,41916.97,0.81,Urban,43.94,30.87,3,10.62,7.28,78.09,406.42,5.53,1.43,9.52
REG-402,Region 402,Indiana,69844.00,55516.00,54.29,47280.76,0.59,Urban,77.87,39.57,0,13.14,9.14,76.48,497.79,10.32,1.36,1.77
REG-403,Region 403,Indiana,29993.00,48074.00,59.88,87040.24,0.77,Urban,44.71,30.98,3,15.93,3.03,56.33,303.2,5.2,1.17,2.3
REG-404,Region 404,Indiana,71681.00,29080.00,576.75,59172.42,0.79,Urban,87.75,44.48,0,9.57,8.36,52.27,466.44,5.29,2.33,4.49
REG-405,Region 405,Indiana,25010.00,54335.00,349.36,43147.47,0.49,Urban,45.7,16.98,1,11.41,4.28,69.32,424.89,2.88,2.85,6.71
REG-406,Region 406,Indiana,52254.00,8562.00,776.37,57987.44,0.72,Urban,46.13,27.87,3,14.39,6.61,55.53,451.88,6.03,1.13,7.95
REG-407,Region 407,Indiana,117197.00,10599.00,55.74,72327.17,0.73,Urban,66.07,36.75,1,17.11,9.99,78.43,303.77,8.04,2.5,5.83
REG-408,Region 408,Indiana,29359.00,5799.00,584.15,72411.64,0.68,Urban,57.27,32.82,1,18.26,5.82,80.87,487.46,1.45,1.09,7.48
REG-409,Region 409,Indiana,91615.00,9210.00,442.96,51613.40,0.66,Rural,66.46,14.48,2,8.66,6.9,61.62,205.62,3.69,2.25,6.22
REG-410,Region 410,Indiana,52920.00,36657.00,590.35,66332.06,0.42,Rural,67.65,29.23,1,16.15,5.72,62.32,276.81,3.63,0.9,1.58
REG-411,Region 411,Indiana,71698.00,7767.00,479.32,49147.34,0.77,Rural,48.33,44.92,3,19.28,6.58,78.53,204.58,10.14,0.63,9.26
REG-412,Region 412,Indiana,69519.00,8349.00,604.5,83103.09,0.53,Rural,41.77,11.56,0,5.45,4.94,68.65,412.22,8.51,1.42,1.88
REG-413,Region 413,Indiana,127758.00,42078.00,546.47,77760.09,0.82,Rural,64.08,18.5,1,3.5,3.68,85.02,314.38,3.94,2.54,8.04
REG-414,Region 414,Indiana,83986.00,35517.00,564.79,65688.36,0.74,Urban,87.89,11.1,1,7.2,4.44,76.7,426.77,3.11,2.14,6.3
REG-415,Region 415,Indiana,101958.00,20035.00,687.91,88751.00,0.76,Rural,69.3,42.26,1,2.18,8.63,87.02,398.48,10.49,2.55,1.93
REG-416,Region 416,Indiana,85359.00,24178.00,670.46,54175.67,0.85,Urban,70.9,31.9,2,10.03,8.15,75.98,298.02,7.77,0.98,9.85
REG-417,Region 417,Indiana,15337.00,27381.00,444.9,45359.34,0.64,Urban,81.14,25.74,1,4.16,3.82,59.38,250.91,5.02,0.87,8.85
REG-418,Region 418,Indiana,81664.00,59664.00,637.34,49280.37,0.51,Urban,74.53,20.4,1,2.35,5.29,68.92,398.71,6.31,1.96,1.8
REG-419,Region 419,Indiana,129403.00,7106.00,358.05,66971.74,0.77,Rural,57.58,49.45,2,9.11,6.54,60.64,266.37,2.01,1.44,8.6
REG-420,Region 420,Indiana,35207.00,15051.00,237.04,68318.09,0.48,Urban,60.94,49.4,0,16.53,5.7,73.82,282.31,10.42,1.87,3.13
REG-421,Region 421,Indiana,103633.00,29534.00,733.81,52098.61,0.81,Urban,83.32,44.25,1,13.55,8.79,66.21,170.4,1.27,0.75,7.63
REG-422,Region 422,Indiana,144449.00,56480.00,375.72,79731.67,0.41,Rural,67.21,17.01,1,11.05,3.09,88.7,452.44,1.78,2.14,10
REG-423,Region 423,Indiana,41599.00,51477.00,462.75,54737.54,0.45,Urban,51.91,26.38,1,12.97,5.06,86.3,173.66,0.37,2.7,3.08
REG-424,Region 424,Indiana,10929.00,12006.00,192,60121.99,0.7,Rural,76.44,30.7,2,8.61,3.6,65.74,213.89,2.04,2.74,8.54
REG-425,Region 425,Indiana,52390.00,33809.00,431.09,53135.60,0.85,Urban,43.58,16.99,2,5.35,3.37,64.78,179.54,1.22,2.33,7.16
REG-426,Region 426,Indiana,81366.00,49701.00,681.24,86312.72,0.73,Urban,84.59,24.4,3,7.45,8.43,74.56,467.92,5.34,0.58,7.71
REG-427,Region 427,Indiana,69387.00,9587.00,286.96,85178.52,0.64,Urban,89.36,24.02,2,6.49,5.05,73.56,320.91,10.48,2.68,4.5
REG-428,Region 428,Indiana,50751.00,36594.00,221.9,57165.76,0.52,Urban,83.43,48.69,2,15.69,7.33,76.94,296.39,2.09,2.45,6.37
REG-429,Region 429,Indiana,26101.00,14714.00,657.04,58317.31,0.54,Urban,75.44,46.31,2,18.1,3.3,57.64,414.65,4.41,1.1,1.79
REG-430,Region 430,Indiana,79620.00,23376.00,706.76,67390.79,0.63,Rural,70.46,25.87,2,19.82,5.74,59.93,394.84,1.01,0.56,7.02
REG-431,Region 431,Indiana,10158.00,4155.00,135.33,79564.87,0.61,Urban,48.77,34.44,1,11.62,6.22,52.36,257.68,7.52,1.2,4.42
REG-432,Region 432,Indiana,126341.00,10442.00,267.11,84641.09,0.5,Urban,56.59,40.86,1,12.76,7.22,75.03,300.34,7.65,1.11,4.52
REG-433,Region 433,Indiana,44662.00,38450.00,789.37,44457.89,0.68,Urban,67.25,30.19,2,8.81,5.5,85.6,287.96,0.24,2.4,8.14
REG-434,Region 434,Indiana,126189.00,13397.00,487.76,66719.21,0.5,Urban,40.19,20.15,0,10.35,4.62,84.54,483.95,10.29,1.15,3.27
REG-435,Region 435,Indiana,54521.00,20804.00,472.88,68264.52,0.85,Urban,52.92,36.88,1,16.69,7.83,77.31,183.96,5.26,2.91,9.2
REG-436,Region 436,Indiana,14659.00,54411.00,634.73,75510.41,0.48,Rural,70.14,14.25,1,19.01,5.47,79.52,323.8,10.72,2.17,1.37
REG-437,Region 437,Indiana,38131.00,44918.00,650.98,84045.82,0.44,Urban,72.15,27.15,3,7.03,7.45,77.37,342.15,7.13,2.11,2.38
REG-438,Region 438,Indiana,137060.00,30339.00,282.33,42615.66,0.57,Rural,40.31,30.14,1,15.12,5.61,78.76,181.81,10.97,2.55,3.49
REG-439,Region 439,Indiana,115933.00,41518.00,413.66,65522.18,0.59,Rural,52.61,14.36,2,9.02,3.94,69.88,378.87,1.45,1.03,1.38
REG-440,Region 440,Indiana,32380.00,18217.00,694.44,78469.43,0.52,Urban,57.61,31.5,3,17.02,7.08,71.16,210.75,2.12,2.89,6.01
REG-441,Region 441,Indiana,67828.00,41218.00,534.23,70837.34,0.77,Urban,78.76,22.92,3,14.29,4.23,65.94,359.76,3.64,1.54,7.4
REG-442,Region 442,Indiana,103254.00,7656.00,77.45,41909.97,0.61,Urban,43.23,43.57,0,8.8,9.11,67.12,384.84,11.37,2.01,5.26
REG-443,Region 443,Indiana,49529.00,37779.00,217.43,41758.75,0.56,Urban,72.72,47.43,3,16.74,8.11,61.89,401.75,11.5,1.18,8.68
REG-444,Region 444,Indiana,92061.00,55816.00,360.24,73815.25,0.54,Rural,41.38,48.31,1,2.25,3.7,73.43,410.99,4.73,2.65,7.55
REG-445,Region 445,Indiana,20078.00,5724.00,294.71,66819.13,0.51,Rural,57.37,34.86,0,19.66,9.18,81.89,391.38,10.61,2.49,4.03
REG-446,Region 446,Indiana,83615.00,18734.00,729.47,64068.36,0.82,Urban,89.75,27.86,0,4.25,5.91,60.61,156.83,4.99,1,7.19
REG-447,Region 447,Indiana,147858.00,5401.00,559.89,85419.48,0.79,Rural,83.62,11.49,2,8.45,5.1,89.06,367.21,11.29,0.75,6.01
REG-448,Region 448,Indiana,94233.00,56229.00,678.44,76412.50,0.57,Urban,56.74,13.93,2,13.96,8.49,76.12,249.24,0.97,1.18,3.29
REG-449,Region 449,Indiana,99113.00,46275.00,204.46,79499.14,0.81,Urban,46.55,25.89,2,17.8,3.13,51.67,372.63,4.18,0.54,2.73
REG-450,Region 450,Indiana,96663.00,44177.00,747.79,70827.17,0.62,Urban,60.78,16.71,3,3.43,3.61,87.22,346.12,8.43,2.59,3.45
REG-451,Region 451,Indiana,88461.00,26974.00,759.63,70005.70,0.52,Rural,72.46,38.68,1,19.47,4.98,69.66,310.23,10.65,2.06,6.88
REG-452,Region 452,Indiana,63095.00,23744.00,554.83,66673.33,0.8,Rural,73.06,10.14,2,9.71,7.6,57.11,469.56,10.47,2.45,3.21
REG-453,Region 453,Indiana,125405.00,50442.00,208.29,41965.06,0.75,Rural,40.53,34.53,0,8.37,3.41,68.17,414.76,9.18,2.34,3.58
REG-454,Region 454,Indiana,103209.00,9088.00,772.73,46375.36,0.57,Urban,71.57,23.73,2,17.67,7.85,69.59,169.81,4.79,1.51,2.66
REG-455,Region 455,Indiana,72425.00,57681.00,180.95,65694.22,0.48,Rural,55.77,44.31,0,18.65,7.73,79.36,326.69,4.44,2.79,6.56
REG-456,Region 456,Indiana,15602.00,6272.00,66.29,68924.40,0.63,Urban,62.23,11.61,3,14.13,7.64,69.08,250.97,2.96,1.64,8.11
REG-457,Region 457,Indiana,79452.00,15742.00,700.45,82115.41,0.64,Rural,44.39,39.89,2,14.15,4.38,59.91,191.42,11.92,2,2.18
REG-458,Region 458,Indiana,25397.00,39164.00,577.28,89741.04,0.69,Urban,62.56,41.44,1,10.95,4,58.04,273.16,2.89,1.66,3.38
REG-459,Region 459,Indiana,19159.00,41532.00,789.06,69176.83,0.56,Rural,61.4,35.58,1,18.25,3.47,86.55,496.97,6.81,2.64,8.59
REG-460,Region 460,Indiana,24640.00,40094.00,62.91,48404.85,0.86,Rural,65.83,31.22,3,18.96,5.45,68.53,241.46,11.97,1.45,6.08
REG-461,Region 461,Indiana,105476.00,53192.00,637.09,67473.86,0.67,Rural,87.68,34.41,2,6.46,3.55,60,362.23,1.23,2.07,7.94
REG-462,Region 462,Indiana,49252.00,29485.00,284.38,75055.11,0.86,Urban,67.19,17.07,2,3.04,3.12,81.4,150.36,10.8,2.02,1.49
REG-463,Region 463,Indiana,25456.00,53995.00,666.19,67558.81,0.51,Rural,74.9,33.48,2,3.58,9.18,53.37,293.66,8.05,1.88,6.66
REG-464,Region 464,Indiana,107851.00,43733.00,621.6,61015.55,0.75,Rural,69.6,37.55,2,3.85,3.92,78.2,458.83,5.95,0.52,1.84
REG-465,Region 465,Indiana,29514.00,10294.00,668.95,82169.95,0.71,Rural,67.53,11,3,19.77,8.82,69.64,413.2,4.47,1.53,9.4
REG-466,Region 466,Indiana,19904.00,30005.00,301.02,79500.03,0.44,Urban,72.74,31.16,3,10.7,4.49,75.65,172.55,10.87,0.69,8.74
REG-467,Region 467,Indiana,21676.00,46134.00,289.54,67999.30,0.81,Urban,87.62,37.36,1,12.16,9.19,64.75,189.36,8.47,0.52,4.31
REG-468,Region 468,Indiana,128017.00,28076.00,282.83,54591.07,0.79,Urban,61.91,41.79,0,15.16,5.03,86.61,495.6,8.25,2.46,3.92
REG-469,Region 469,Indiana,26829.00,19319.00,280.48,84059.79,0.57,Urban,76.09,25.12,3,7.07,4.75,69.77,447.31,6.28,2.58,1.72
REG-470,Region 470,Indiana,102596.00,19298.00,595.38,40413.06,0.89,Rural,73.08,20.58,3,19.62,7.21,67.08,219.46,7.3,1.61,2.48
REG-471,Region 471,Indiana,21528.00,39905.00,326.08,50941.26,0.42,Urban,53.96,48.12,1,6.35,6.15,50.88,331.23,10.74,1.97,5.92
REG-472,Region 472,Indiana,42529.00,37786.00,348.89,78932.98,0.47,Rural,54.07,10.13,3,16.97,8.85,80.16,319.59,9.31,2.3,2.78
REG-473,Region 473,Indiana,131077.00,19376.00,653.57,55457.68,0.68,Rural,66.5,16.53,1,6.01,6.52,76.24,235.43,9.81,2.6,5.57
REG-474,Region 474,Indiana,15835.00,4956.00,367.39,48231.70,0.69,Rural,88.58,48.86,0,10.06,8.56,89.08,225.18,11.72,1.49,1.11
REG-475,Region 475,Indiana,149366.00,27371.00,138.74,62336.48,0.75,Rural,52.79,41.07,3,11.8,5.8,86.37,233.33,11.82,0.78,9.41
REG-476,Region 476,Indiana,35267.00,40771.00,189.51,83063.77,0.71,Rural,68.37,43.51,1,5.52,5.42,71.9,451.86,3.65,1.51,3.86
REG-477,Region 477,Indiana,138615.00,57502.00,732.54,47430.74,0.69,Urban,76.41,46.59,2,18.63,5.95,54.19,305.39,3.75,1.93,3.5
REG-478,Region 478,Indiana,29372.00,37971.00,188.55,80849.93,0.42,Urban,89.69,49,0,14.37,6.93,60.16,186.25,6.6,2.29,8.29
REG-479,Region 479,Indiana,107929.00,38483.00,133.51,70872.05,0.78,Urban,86.99,15.05,2,18.4,3.28,67.83,365.87,3.95,0.64,2.53
REG-480,Region 480,Indiana,141390.00,4220.00,190.72,48649.30,0.67,Urban,85.88,21.55,1,16.02,6.11,52.36,161.01,9,0.94,7.86
REG-481,Region 481,Indiana,98365.00,54309.00,581.04,45001.28,0.58,Urban,82.41,21.5,1,5.59,4.41,65.6,392.09,7.89,2.3,4.39
REG-482,Region 482,Indiana,133118.00,25311.00,284.61,73001.95,0.74,Urban,69,21.79,2,11.2,3.75,69.44,301.71,1.16,1.87,4.77
REG-483,Region 483,Indiana,134210.00,47247.00,715.05,89470.47,0.44,Urban,58.29,39.19,1,17.46,7.92,81.86,458.43,8.72,2.91,2.28
REG-484,Region 484,Indiana,113810.00,7431.00,227.77,45980.45,0.66,Rural,51.83,29.19,3,10.1,9.27,86.37,180.87,7.36,0.72,7
REG-485,Region 485,Indiana,31680.00,50329.00,698.23,48098.80,0.44,Urban,57.91,25.11,3,5.29,5.6,84.5,336.68,8.24,1.06,5.99
REG-486,Region 486,Indiana,64884.00,28742.00,329.62,59734.85,0.67,Urban,81.9,25.4,3,12.11,5.18,68.18,214.7,0.12,1.8,2.36
REG-487,Region 487,Indiana,27358.00,32466.00,612.46,83349.36,0.8,Urban,62.74,25.59,2,12.91,8.28,71.92,275.85,4.61,1.77,1.93
REG-488,Region 488,Indiana,96543.00,52747.00,111.16,83330.31,0.85,Rural,79.47,36.02,0,15.59,8.22,89.5,315.55,2.04,2.93,9.46
REG-489,Region 489,Indiana,85361.00,34852.00,165.8,63097.21,0.59,Urban,78.42,19.46,2,5.91,3.99,76.73,229.33,3.94,1.38,5.67
REG-490,Region 490,Indiana,92301.00,44371.00,87.04,80292.77,0.77,Urban,83.9,38.06,1,15.64,3.65,76.81,274.79,7.1,2.39,1.61
REG-491,Region 491,Indiana,138773.00,20698.00,255.08,80761.15,0.74,Rural,54.15,40,3,10,9.77,71.98,306.8,4.6,1.13,9.14
REG-492,Region 492,Indiana,102416.00,51901.00,85.56,45127.35,0.63,Rural,76.4,27.1,0,16.71,7.36,61.29,246.86,4.32,2.24,6.6
REG-493,Region 493,Indiana,39180.00,27598.00,347.12,71029.82,0.84,Rural,80.19,35.48,1,6.8,8.81,70.89,198.96,3.57,1.15,9.62
REG-494,Region 494,Indiana,149362.00,39423.00,341.02,49217.55,0.68,Urban,58.59,32.36,0,12.96,6.24,65.28,163.39,5.68,0.93,4.44
REG-495,Region 495,Indiana,83392.00,48556.00,244.44,55750.90,0.86,Rural,56.46,28.05,0,6.48,9.05,61.93,178.12,2.57,1.62,1.89
REG-496,Region 496,Indiana,76102.00,56391.00,568.56,58397.26,0.63,Urban,77.13,35.87,0,11.23,5.29,56.71,454.08,3.9,1.34,6.84
REG-497,Region 497,Indiana,31426.00,36101.00,440.92,61218.91,0.74,Urban,59.3,16.3,0,12.64,9.16,87.3,335.34,8.8,1.3,6.35
REG-498,Region 498,Indiana,15127.00,22540.00,95.21,70269.87,0.57,Rural,58.88,16.18,1,7.14,8.62,60.04,320.14,9.3,2.36,4.98
REG-499,Region 499,Indiana,117644.00,7998.00,285.19,73871.97,0.53,Urban,58.56,22.23,3,9.82,5.04,67.88,430.61,1.12,0.72,1.82
REG-500,Region 500,Indiana,20431.00,39371.00,777.19,40376.02,0.86,Urban,66.66,38.79,1,9.52,3,68.34,298.82,4.53,0.72,6.87
